,Unnamed: 0,Article,Sentence,Sentence Position,Sentence Length,Numeric Data,Thematic Words,Entropy,POS tags,TF-ISF,Aggregate Score,Busy Path,Title,Label
25,25,A2,S18,0.38,0.95,0.75,0.54,0.45,0.51,0.47,0.87,0.56,0.18,0.863
26,26,A2,S19,0.46,0.81,0.0,0.31,0.29,0.3,0.28,0.89,0.64,0.18,0.849
27,27,A2,S20,0.54,0.73,0.25,0.28,0.24,0.25,0.16,0.82,0.76,0.23,0.858
28,28,A2,S21,0.62,0.91,0.0,0.33,0.33,0.45,0.35,0.87,0.48,0.27,0.893
29,29,A2,S22,0.69,0.72,0.0,0.22,0.21,0.19,0.15,0.79,0.76,0.14,0.86
30,30,A2,S23,0.77,0.86,0.5,0.31,0.29,0.26,0.33,0.86,0.68,0.23,0.86
31,31,A2,S24,0.85,0.97,0.25,0.37,0.39,0.4,0.42,0.88,0.52,0.18,0.846
32,32,A2,S25,0.92,0.72,0.25,0.19,0.17,0.17,0.2,0.82,0.8,0.14,0.823
33,33,A2,S26,1.0,0.91,0.25,0.56,0.54,0.65,0.47,0.81,0.64,0.27,0.859
34,34,A3,S1,0.82,0.93,0.0,0.67,0.81,0.69,0.41,0.98,0.56,0.9,0.915
35,35,A3,S2,0.64,0.9,1.0,0.56,0.68,0.53,0.44,0.99,0.44,1.0,0.888
36,36,A3,S3,0.45,0.68,0.0,0.41,0.46,0.63,0.39,0.75,1.0,0.1,0.908
37,37,A3,S4,0.27,0.97,0.0,0.81,0.92,0.95,0.46,0.91,0.56,0.9,0.972
38,38,A3,S5,0.09,0.88,0.0,0.89,1.0,0.97,0.53,1.0,0.44,0.9,0.909
39,39,A3,S6,0.09,0.8,0.0,0.56,0.61,0.65,0.33,0.87,0.89,0.4,0.899
40,40,A3,S7,0.27,0.72,0.0,0.44,0.51,0.5,0.24,0.9,0.89,0.1,0.886
41,41,A3,S8,0.45,1.0,0.0,0.81,0.93,0.81,0.44,0.97,0.56,0.5,0.916
42,42,A3,S9,0.64,0.68,0.0,1.0,0.98,1.0,1.0,0.82,0.89,0.9,0.906
43,43,A3,S10,0.82,0.95,0.0,0.63,0.75,0.87,0.4,0.98,0.44,0.4,0.894
44,44,A3,S11,1.0,0.7,0.0,0.41,0.51,0.4,0.24,0.87,0.89,0.6,0.874
45,45,A4,S1,0.88,0.97,0.0,0.62,0.56,0.48,0.5,0.99,0.33,0.7,0.973
46,46,A4,S2,0.76,0.97,0.0,0.69,0.62,0.61,0.75,0.95,0.4,1.0,1.0
47,47,A4,S3,0.65,0.94,0.0,0.62,0.57,0.5,0.6,0.83,0.8,0.4,0.904
48,48,A4,S4,0.53,0.83,0.0,0.31,0.4,0.36,0.51,0.93,0.4,0.2,0.876
49,49,A4,S5,0.41,0.83,0.0,0.5,0.46,0.39,0.39,0.96,0.53,0.5,0.883
50,50,A4,S6,0.29,0.89,0.0,0.58,0.5,0.47,0.42,1.0,0.4,0.2,0.913
51,51,A4,S7,0.18,0.58,0.0,1.0,1.0,1.0,1.0,0.77,0.93,0.5,0.911
52,52,A4,S8,0.06,0.89,0.0,0.77,0.73,0.64,0.64,0.81,0.8,0.1,0.916
53,53,A4,S9,0.06,0.69,0.0,0.31,0.34,0.25,0.23,0.84,0.73,0.0,0.877
54,54,A4,S10,0.18,0.83,0.0,0.5,0.44,0.38,0.35,0.97,0.4,0.0,0.909
55,55,A4,S11,0.29,0.83,0.0,0.73,0.77,0.7,0.78,0.85,0.73,0.1,0.915
56,56,A4,S12,0.41,0.92,0.0,0.54,0.56,0.5,0.45,0.97,0.47,0.1,0.897
57,57,A4,S13,0.53,0.67,0.0,0.23,0.22,0.25,0.26,0.8,0.73,0.0,0.873
58,58,A4,S14,0.65,0.83,0.0,0.42,0.42,0.41,0.41,0.91,0.67,0.2,0.892
59,59,A4,S15,0.76,0.58,0.0,0.19,0.18,0.19,0.17,0.71,1.0,0.0,0.835
60,60,A4,S16,0.88,0.97,1.0,0.5,0.63,0.42,0.55,0.94,0.4,0.0,0.889
61,61,A4,S17,1.0,0.61,0.0,0.19,0.21,0.16,0.2,0.75,0.93,0.0,0.823
62,62,A5,S1,0.92,0.74,0.0,0.79,0.86,0.9,0.71,0.89,0.84,0.5,0.926
63,63,A5,S2,0.85,0.65,0.0,0.71,0.83,1.0,0.91,0.87,0.79,0.4,0.926
64,64,A5,S3,0.77,0.76,0.0,0.96,0.89,0.87,0.64,0.9,0.68,0.5,0.933
65,65,A5,S4,0.69,0.76,0.0,1.0,0.9,0.78,0.55,0.9,0.68,0.5,1.0
66,66,A5,S5,0.62,0.94,0.0,0.64,0.61,0.5,0.42,1.0,0.37,0.1,1.0
67,67,A5,S6,0.54,0.97,0.0,0.46,0.59,0.5,0.48,0.92,0.68,0.1,0.889
68,68,A5,S7,0.46,0.88,1.0,0.61,0.62,0.63,0.6,0.9,0.58,1.0,0.922
69,69,A5,S8,0.38,0.65,0.0,0.18,0.23,0.25,0.22,0.84,0.84,0.0,0.862
70,70,A5,S9,0.31,0.97,0.0,0.75,0.73,0.53,0.42,0.93,0.53,0.1,0.905
71,71,A5,S10,0.23,0.94,0.0,0.79,0.67,0.58,0.45,0.94,0.47,0.4,0.952
72,72,A5,S11,0.15,0.76,0.0,0.39,0.38,0.32,0.29,0.91,0.74,0.0,0.892
73,73,A5,S12,0.08,0.94,0.0,0.54,0.57,0.42,0.39,0.92,0.79,0.1,0.907
74,74,A5,S13,0.0,0.76,0.0,0.25,0.32,0.27,0.31,0.9,0.79,0.1,0.889
75,75,A5,S14,0.08,0.94,0.0,0.39,0.5,0.57,0.47,0.91,0.74,0.1,0.895
76,76,A5,S15,0.15,0.65,0.0,0.79,0.94,0.92,0.82,0.89,0.68,0.1,0.921
77,77,A5,S16,0.23,1.0,0.0,0.64,0.64,0.5,0.42,0.91,0.68,0.2,0.912
78,78,A5,S17,0.31,0.71,0.0,0.14,0.24,0.28,0.31,0.9,0.74,0.0,0.859
79,79,A5,S18,0.38,0.74,0.0,0.25,0.3,0.3,0.3,0.9,0.79,0.1,0.885
80,80,A5,S19,0.46,0.85,0.0,0.5,0.48,0.47,0.34,0.96,0.42,0.0,0.979
81,81,A5,S20,0.54,0.62,0.0,0.18,0.24,0.18,0.15,0.76,0.95,0.1,0.861
82,82,A5,S21,0.62,0.74,0.0,0.36,0.34,0.25,0.29,0.93,0.68,0.1,0.859
83,83,A5,S22,0.69,0.59,0.0,0.11,0.16,0.18,0.17,0.73,1.0,0.0,0.84
84,84,A5,S23,0.77,0.68,0.0,0.18,0.23,0.28,0.22,0.81,0.79,0.0,0.865
85,85,A5,S24,0.85,0.59,0.0,0.82,1.0,0.87,0.94,0.82,0.84,0.2,0.921
86,86,A5,S25,0.92,0.82,0.0,0.43,0.39,0.35,0.32,0.9,0.74,0.2,0.891
87,87,A5,S26,1.0,0.62,0.0,0.64,0.92,0.82,1.0,0.84,0.89,0.3,0.913
88,88,A6,S1,0.75,0.82,0.5,1.0,0.89,1.0,0.81,1.0,0.4,1.0,0.917
89,89,A6,S2,0.5,0.71,0.5,0.25,0.38,0.37,0.51,0.95,0.4,0.0,0.861
90,90,A6,S3,0.25,0.82,0.0,0.65,0.59,0.69,0.47,0.92,0.6,0.3,0.978
91,91,A6,S4,0.0,0.75,0.0,0.45,0.48,0.49,0.5,0.93,1.0,0.1,1.0
92,92,A6,S5,0.25,0.89,1.0,0.35,0.52,0.49,0.71,0.97,0.4,0.0,0.869
93,93,A6,S6,0.5,0.93,0.0,0.8,0.78,0.78,0.79,1.0,0.6,0.2,0.899
94,94,A6,S7,0.75,0.71,0.0,0.85,1.0,1.0,1.0,0.86,1.0,0.4,0.909
95,95,A6,S8,1.0,0.82,1.0,0.9,0.88,0.8,0.82,0.99,0.4,0.6,0.918
96,96,A7,S1,0.86,0.75,0.5,0.81,0.94,0.57,0.75,0.9,0.64,1.0,0.975
97,97,A7,S2,0.71,0.65,0.5,1.0,1.0,0.81,0.76,0.85,0.82,0.85,0.909
98,98,A7,S3,0.57,0.65,0.0,0.38,0.33,0.2,0.16,0.85,0.91,0.38,0.874
99,99,A7,S4,0.43,0.77,0.5,0.47,0.39,0.38,0.28,0.85,0.91,0.62,0.858
100,100,A7,S5,0.29,0.8,1.0,0.69,0.59,0.61,0.6,0.96,0.55,0.92,0.864
101,101,A7,S6,0.14,0.92,0.5,0.66,0.59,0.34,0.38,0.96,0.73,0.54,0.909
102,102,A7,S7,0.0,0.77,0.0,0.44,0.37,0.35,0.26,0.91,0.82,0.31,0.858
103,103,A7,S8,0.14,0.87,0.0,0.44,0.41,0.29,0.38,0.97,0.64,0.23,0.875
104,104,A7,S9,0.29,0.99,1.0,0.62,0.65,0.52,0.47,1.0,0.55,0.38,0.87
105,105,A7,S10,0.43,0.82,0.5,0.84,0.78,0.66,0.58,0.89,0.73,0.77,0.867
106,106,A7,S11,0.57,0.63,0.0,0.81,0.88,1.0,1.0,0.88,0.73,0.31,0.866
107,107,A7,S12,0.71,0.65,0.0,0.25,0.31,0.22,0.24,0.88,0.82,0.08,0.812
108,108,A7,S13,0.86,0.77,0.0,0.25,0.29,0.36,0.38,0.96,0.73,0.08,0.822
109,109,A7,S14,1.0,0.63,0.0,0.25,0.24,0.24,0.2,0.83,1.0,0.08,0.823
110,110,A8,S1,0.87,0.98,0.5,0.56,0.6,0.54,0.58,0.97,0.36,1.0,0.972
111,111,A8,S2,0.73,0.75,1.0,0.87,0.81,0.77,0.76,0.98,0.36,0.12,0.919
112,112,A8,S3,0.6,0.71,0.0,0.31,0.36,0.24,0.23,0.81,1.0,0.12,0.899
113,113,A8,S4,0.47,0.6,0.5,1.0,1.0,0.95,0.8,0.91,0.5,0.62,0.909
114,114,A8,S5,0.33,0.6,0.0,0.2,0.25,0.15,0.11,0.67,0.93,0.0,0.862
115,115,A8,S6,0.2,0.92,0.5,0.6,0.52,0.41,0.36,0.93,0.57,0.25,0.903
116,116,A8,S7,0.07,0.85,0.0,0.31,0.43,0.42,0.38,0.9,0.79,0.12,0.903
117,117,A8,S8,0.07,0.6,0.5,0.67,0.88,1.0,0.99,0.92,0.5,0.25,0.905
118,118,A8,S9,0.2,0.73,0.5,0.67,0.67,0.82,1.0,0.97,0.36,0.5,0.898
119,119,A8,S10,0.33,0.88,1.0,0.69,0.75,0.63,0.59,0.97,0.36,0.12,0.911
120,120,A8,S11,0.47,0.67,0.5,0.31,0.3,0.21,0.17,0.75,1.0,0.0,0.847
121,121,A8,S12,0.6,0.6,0.5,0.16,0.19,0.11,0.16,0.71,0.93,0.0,0.846
122,122,A8,S13,0.73,0.77,0.0,0.73,0.85,0.81,0.78,0.88,0.43,0.5,0.91
123,123,A8,S14,0.87,0.71,0.0,0.8,0.85,0.81,0.94,0.96,0.43,0.62,0.911
124,124,A8,S15,1.0,0.94,0.0,0.31,0.53,0.71,0.68,1.0,0.36,0.12,0.904
125,125,A9,S1,0.87,0.53,0.0,0.0,0.03,0.05,0.07,0.42,1.0,0.0,0.739
126,126,A9,S2,0.73,0.56,0.0,1.0,1.0,0.97,0.86,0.84,0.86,1.0,1.0
127,127,A9,S3,0.6,0.71,0.0,0.25,0.26,0.2,0.16,0.71,0.93,0.14,0.836
128,128,A9,S4,0.47,0.91,0.5,0.54,0.52,0.57,0.47,0.99,0.36,0.57,0.883
129,129,A9,S5,0.33,0.94,0.0,0.43,0.47,0.68,0.58,0.95,0.43,0.07,0.89
130,130,A9,S6,0.2,0.82,0.0,0.75,0.72,0.69,0.49,0.91,0.57,0.43,0.93
131,131,A9,S7,0.07,0.88,0.0,0.61,0.62,0.65,0.48,1.0,0.36,0.29,0.916
132,132,A9,S8,0.07,0.59,0.0,0.79,0.73,0.91,0.88,0.93,0.36,0.43,0.902
133,133,A9,S9,0.2,0.79,0.0,0.54,0.57,0.74,0.57,0.95,0.43,0.36,0.897
134,134,A9,S10,0.33,0.91,0.0,0.64,0.56,0.57,0.46,0.99,0.5,0.36,0.897
135,135,A9,S11,0.47,0.91,1.0,0.36,0.35,0.32,0.36,0.89,0.64,0.36,0.861
136,136,A9,S12,0.6,0.88,0.0,0.61,0.61,0.58,0.47,1.0,0.36,0.29,0.899
137,137,A9,S13,0.73,0.53,0.0,0.93,0.83,1.0,1.0,0.74,0.93,0.43,0.901
138,138,A9,S14,0.87,0.85,0.0,0.61,0.65,0.63,0.58,0.94,0.43,0.21,0.89
139,139,A9,S15,1.0,0.74,0.0,0.25,0.3,0.2,0.17,0.74,0.86,0.07,0.841
140,140,A10,S1,0.83,0.93,0.25,0.53,0.63,0.5,0.35,0.98,0.1,0.83,0.925
141,141,A10,S2,0.67,0.59,0.0,0.13,0.16,0.2,0.16,0.83,0.9,0.0,0.84
142,142,A10,S3,0.5,0.8,0.0,0.22,0.31,0.42,0.34,0.95,0.4,0.33,0.89
143,143,A10,S4,0.33,0.82,0.5,0.4,0.49,0.34,0.31,0.95,0.5,0.67,0.916
144,144,A10,S5,0.17,0.72,0.25,0.11,0.27,0.25,0.31,0.95,0.3,0.08,0.891
145,145,A10,S6,0.0,0.82,0.0,0.33,0.38,0.37,0.38,1.0,0.3,0.25,0.896
146,146,A10,S7,0.17,0.59,0.25,1.0,1.0,1.0,1.0,0.74,1.0,1.0,0.911
147,147,A10,S8,0.33,0.64,1.0,0.78,0.97,0.94,0.79,0.86,0.8,1.0,0.919
148,148,A10,S9,0.5,0.68,0.25,0.24,0.3,0.23,0.23,0.92,0.6,0.08,0.9
149,149,A10,S10,0.67,0.84,0.5,0.4,0.41,0.33,0.41,0.92,0.5,0.92,1.0
150,150,A10,S11,0.83,0.72,0.25,0.33,0.34,0.27,0.19,0.95,0.4,0.58,1.0
151,151,A10,S12,1.0,0.84,0.75,0.38,0.49,0.34,0.36,0.98,0.2,0.58,0.929
152,152,A11,S1,0.75,0.85,1.0,0.78,0.7,0.85,0.65,0.96,0.5,0.93,0.914
153,153,A11,S2,0.5,0.59,0.0,0.15,0.17,0.19,0.14,0.75,1.0,0.07,0.834
154,154,A11,S3,0.25,0.65,0.0,1.0,1.0,1.0,1.0,0.86,0.83,0.93,1.0
155,155,A11,S4,0.0,0.59,1.0,0.95,0.95,0.96,0.96,0.92,0.67,1.0,0.909
156,156,A11,S5,0.25,0.98,0.0,0.53,0.65,0.59,0.56,1.0,0.5,0.33,0.893
157,157,A11,S6,0.5,0.65,0.0,0.17,0.26,0.21,0.21,0.8,1.0,0.13,0.857
158,158,A11,S7,0.75,0.81,0.0,0.42,0.4,0.38,0.3,0.9,1.0,0.27,0.868
159,159,A11,S8,1.0,0.96,0.0,0.5,0.57,0.63,0.72,0.9,0.83,0.2,0.898
160,160,A12,S1,0.9,0.92,0.0,0.67,0.62,0.66,0.46,0.94,0.77,0.5,0.919
161,161,A12,S2,0.8,0.98,0.0,0.67,0.67,0.69,0.56,1.0,0.15,0.25,0.922
162,162,A12,S3,0.7,0.83,0.0,0.37,0.45,0.45,0.48,0.95,0.69,0.5,0.89
163,163,A12,S4,0.6,0.73,0.0,0.93,0.89,0.88,0.84,0.94,0.77,0.0,0.921
164,164,A12,S5,0.5,0.86,0.0,0.85,0.8,0.78,0.72,0.94,0.85,0.5,0.918
165,165,A12,S6,0.4,0.89,0.0,0.37,0.47,0.64,0.6,0.95,0.69,0.5,0.913
166,166,A12,S7,0.3,0.98,0.0,0.52,0.58,0.62,0.67,0.96,0.62,0.0,0.91
167,167,A12,S8,0.2,0.86,0.0,0.7,0.69,0.95,0.82,0.96,0.46,1.0,0.971
168,168,A12,S9,0.1,0.77,0.0,0.78,0.84,0.95,0.94,0.96,0.46,0.75,0.916
169,169,A12,S10,0.0,0.83,0.0,0.67,0.77,0.79,0.96,0.96,0.69,0.75,0.898
170,170,A12,S11,0.1,0.77,0.5,0.44,0.42,0.34,0.43,0.96,0.69,0.25,0.855
171,171,A12,S12,0.2,0.86,0.0,0.56,0.63,0.78,1.0,0.91,0.85,0.25,0.897
172,172,A12,S13,0.3,0.77,0.0,0.44,0.39,0.36,0.48,0.94,0.85,0.25,0.88
173,173,A12,S14,0.4,0.7,0.0,1.0,1.0,0.91,0.88,0.97,0.46,0.75,0.923
174,174,A12,S15,0.5,0.67,0.0,0.37,0.32,0.26,0.3,0.91,0.77,0.25,0.872
175,175,A12,S16,0.6,0.89,0.0,0.78,0.74,0.69,0.67,0.9,0.85,0.0,0.91
176,176,A12,S17,0.7,0.67,0.0,1.0,1.0,1.0,0.88,0.91,1.0,0.5,0.925
177,177,A12,S18,0.8,0.86,0.0,0.48,0.46,0.52,0.47,0.98,0.54,0.25,0.908
178,178,A12,S19,0.9,0.8,0.0,0.48,0.49,0.4,0.41,0.96,0.69,0.0,0.875
179,179,A12,S20,1.0,0.67,1.0,0.26,0.28,0.26,0.35,0.85,1.0,0.0,0.865
180,180,A13,S1,0.83,0.59,0.0,1.0,1.0,0.98,0.81,0.84,1.0,0.9,0.993
181,181,A13,S2,0.67,0.71,0.0,0.33,0.33,0.24,0.21,0.97,0.44,0.0,0.838
182,182,A13,S3,0.5,0.62,0.0,0.96,0.9,0.97,1.0,0.9,0.67,1.0,0.921
183,183,A13,S4,0.33,0.71,0.0,0.3,0.28,0.25,0.2,0.94,0.44,0.4,0.881
184,184,A13,S5,0.17,0.8,0.0,0.44,0.4,0.36,0.28,0.93,0.56,0.1,0.864
185,185,A13,S6,0.0,0.86,0.0,0.44,0.41,0.39,0.35,0.92,0.67,0.2,0.869
186,186,A13,S7,0.17,0.68,0.0,0.19,0.26,0.24,0.23,0.9,0.56,0.0,0.851
187,187,A13,S8,0.33,0.74,0.0,0.44,0.77,1.0,0.84,0.81,1.0,0.3,0.903
188,188,A13,S9,0.5,0.65,0.0,0.15,0.22,0.29,0.24,0.94,0.44,0.0,0.837
189,189,A13,S10,0.67,0.8,0.0,0.3,0.37,0.36,0.31,1.0,0.33,0.3,0.87
190,190,A13,S11,0.83,0.59,0.0,0.15,0.18,0.17,0.16,0.82,0.89,0.0,0.814
191,191,A13,S12,1.0,0.68,0.0,0.26,0.25,0.22,0.21,0.95,0.56,0.1,0.844
192,192,A14,S1,0.85,0.85,0.0,1.0,0.84,0.95,0.64,1.0,0.5,1.0,0.993
193,193,A14,S2,0.69,0.66,0.0,0.41,0.38,0.35,0.24,0.89,0.67,0.5,0.857
194,194,A14,S3,0.54,0.99,0.0,0.74,0.66,0.65,0.49,0.88,0.83,0.25,0.928
195,195,A14,S4,0.38,0.91,0.0,0.52,0.55,0.58,0.53,0.95,0.75,0.0,0.896
196,196,A14,S5,0.23,0.69,0.0,0.37,0.36,0.32,0.25,0.88,0.75,0.0,0.879
197,197,A14,S6,0.08,0.77,0.0,0.85,0.85,0.92,0.84,0.84,0.75,0.33,0.924
198,198,A14,S7,0.08,0.85,1.0,0.56,0.47,0.45,0.49,0.96,0.67,0.17,0.868
199,199,A14,S8,0.23,0.69,0.0,0.48,0.41,0.37,0.23,0.92,0.75,0.5,0.901
200,200,A14,S9,0.38,0.88,0.0,0.67,0.62,0.54,0.43,0.91,1.0,0.58,0.885
201,201,A14,S10,0.54,0.74,0.0,0.3,0.4,0.49,0.44,0.98,0.5,0.08,0.875
202,202,A14,S11,0.69,0.66,1.0,0.85,1.0,1.0,1.0,0.87,0.75,0.5,0.929
203,203,A14,S12,0.85,0.93,0.0,0.56,0.59,0.66,0.78,0.97,0.58,0.33,0.902
204,204,A14,S13,1.0,0.77,0.0,0.44,0.45,0.42,0.35,0.94,0.67,0.08,0.874
205,205,A15,S1,0.9,0.76,0.0,0.84,0.83,0.94,0.75,0.92,0.73,1.0,0.912
206,206,A15,S2,0.8,0.99,0.0,0.47,0.57,0.61,0.55,0.97,0.6,0.54,0.889
207,207,A15,S3,0.7,0.68,0.0,0.81,0.86,0.8,0.89,0.85,0.87,0.31,0.93
208,208,A15,S4,0.6,0.91,0.0,0.66,0.64,0.73,0.61,0.96,0.53,0.31,0.979
209,209,A15,S5,0.5,0.76,0.0,0.78,0.76,0.97,0.79,0.86,0.6,0.38,0.908
210,210,A15,S6,0.4,0.83,0.0,0.25,0.39,0.34,0.44,0.95,0.47,0.08,0.889
211,211,A15,S7,0.3,0.58,0.0,1.0,1.0,1.0,1.0,0.78,1.0,0.38,0.93
212,212,A15,S8,0.2,0.94,0.0,0.59,0.53,0.51,0.39,0.92,0.73,0.23,0.919
213,213,A15,S9,0.1,0.83,0.0,0.66,0.65,0.76,0.75,0.83,0.67,0.23,0.903
214,214,A15,S10,0.0,0.94,0.0,0.44,0.5,0.58,0.46,0.91,0.73,0.46,0.912
215,215,A15,S11,0.1,0.6,0.0,0.12,0.16,0.24,0.18,0.74,1.0,0.0,0.848
216,216,A15,S12,0.2,0.65,0.0,0.16,0.21,0.25,0.24,0.81,0.8,0.08,0.869
217,217,A15,S13,0.3,0.71,0.0,0.22,0.23,0.31,0.27,0.86,0.93,0.08,0.884
218,218,A15,S14,0.4,0.99,0.0,0.69,0.58,0.72,0.52,0.96,0.53,0.08,0.927
219,219,A15,S15,0.5,0.99,0.0,0.22,0.47,0.55,0.71,1.0,0.6,0.15,0.901
220,220,A15,S16,0.6,0.65,0.0,0.22,0.23,0.21,0.24,0.81,0.8,0.0,0.856
221,221,A15,S17,0.7,0.71,1.0,0.22,0.21,0.21,0.27,0.84,0.87,0.0,0.869
222,222,A15,S18,0.8,0.71,0.0,0.28,0.3,0.3,0.25,0.85,0.87,0.15,0.889
223,223,A15,S19,0.9,0.58,0.0,0.06,0.12,0.21,0.18,0.72,1.0,0.0,0.807
224,224,A15,S20,1.0,0.96,0.0,0.5,0.53,0.44,0.63,0.95,0.73,0.15,0.896
225,225,A16,S1,0.87,0.68,0.0,0.81,0.86,0.95,0.71,0.94,0.77,1.0,0.97
226,226,A16,S2,0.73,0.81,1.0,0.28,0.37,0.27,0.3,0.93,0.92,0.2,0.876
227,227,A16,S3,0.6,0.73,0.0,0.81,0.87,0.75,0.6,0.99,0.62,0.8,0.927
228,228,A16,S4,0.47,0.58,0.0,1.0,1.0,1.0,0.71,0.9,0.77,0.6,0.927
229,229,A16,S5,0.33,0.94,0.0,0.56,0.58,0.6,0.48,1.0,0.62,0.2,0.908
230,230,A16,S6,0.2,0.63,0.0,0.25,0.27,0.18,0.1,0.8,0.85,0.2,0.861
231,231,A16,S7,0.07,0.99,0.0,0.56,0.51,0.48,0.42,1.0,0.69,0.4,0.903
232,232,A16,S8,0.07,0.78,0.0,0.75,0.73,0.75,0.58,0.99,0.62,0.5,0.933
233,233,A16,S9,0.2,0.63,0.0,0.81,0.86,0.98,1.0,0.78,0.92,0.3,0.92
234,234,A16,S10,0.33,0.83,0.0,0.69,0.76,0.77,0.52,0.96,0.46,0.4,0.907
235,235,A16,S11,0.47,0.68,0.0,0.16,0.15,0.24,0.25,0.87,0.85,0.0,0.858
236,236,A16,S12,0.6,0.58,0.0,0.09,0.12,0.14,0.14,0.72,1.0,0.1,0.839
237,237,A16,S13,0.73,0.71,0.0,0.22,0.22,0.2,0.26,0.9,0.85,0.1,0.843
238,238,A16,S14,0.87,0.99,0.0,0.44,0.47,0.52,0.47,0.99,0.77,0.2,0.878
239,239,A16,S15,1.0,0.96,0.0,0.59,0.54,0.55,0.51,0.99,0.69,0.0,0.909
240,240,A17,S1,0.85,0.65,0.0,0.39,0.31,0.31,0.1,0.88,0.58,0.15,0.883
241,241,A17,S2,0.69,0.93,0.0,0.86,0.71,0.67,0.16,0.95,0.5,0.77,1.0
242,242,A17,S3,0.54,0.72,0.0,0.5,0.45,0.43,0.1,0.92,0.5,0.54,1.0
243,243,A17,S4,0.38,0.91,0.0909090909090909,0.75,0.77,0.84,0.27,0.87,0.58,0.69,0.937
244,244,A17,S5,0.23,0.79,0.0,0.39,0.43,0.36,0.2,0.98,0.42,0.23,0.889
245,245,A17,S6,0.08,0.63,0.0,0.29,0.25,0.26,0.1,0.87,0.58,0.15,0.851
246,246,A17,S7,0.08,0.65,0.0,0.29,0.26,0.26,0.11,0.89,0.5,0.08,0.865
247,247,A17,S8,0.23,0.91,0.0,0.75,0.7,1.0,0.27,0.94,0.58,0.77,0.929
248,248,A17,S9,0.38,0.88,0.0909090909090909,1.0,0.85,0.84,0.36,0.88,0.67,0.54,0.914
249,249,A17,S10,0.54,0.67,0.0909090909090909,0.29,0.31,0.24,0.13,0.92,0.5,0.15,0.9
250,250,A17,S11,0.69,0.91,0.0909090909090909,0.68,0.74,0.9,0.35,0.94,0.58,0.38,0.899
251,251,A17,S12,0.85,0.63,1.0,0.86,1.0,0.51,1.0,0.67,1.0,1.0,0.866
252,252,A17,S13,1.0,0.81,0.0,0.5,0.53,0.51,0.18,1.0,0.33,0.23,0.905
253,253,A18,S1,0.92,0.68,0.0,0.25,0.28,0.2,0.19,0.97,0.43,0.17,0.973
254,254,A18,S2,0.85,0.81,0.0,0.38,0.45,0.33,0.25,0.92,0.65,0.5,1.0
